timestamp,currency,price,action,change,balance
1743880000778,doge,26.14,deposit,1481.19975460,4659.41103745
1743881426442,usdc,32.3,withdrawal,-383.000000,10024.011790
1743884941321,usdt,33.0,sell,-1354.805744,5967.566251
1743893462474,eth,120325.03,withdrawal,-0.41870397,0.72547497
1743896144432,eth,120295.94,withdrawal,-0.23427852,0.49119645
1743900561614,eth,120257.84,buy,0.40689035,0.89808680
1743901619035,usdc,32.29,sell,-1832.224287,8191.787503
1743902939073,twd,1.0,withdrawal,-6240,26216143
1743906019779,usdt,32.99,deposit,2109.000000,8076.566251
1743907207795,twd,1.0,withdrawal,-16358,26199785
1743917156332,usdt,32.98,buy,67.058615,8143.624866
1743923389556,usdt,32.99,deposit,748.000000,8891.624866
1743931643759,doge,26.14,buy,1476.78975046,6136.20078791
1743932943334,btc,3320781.31,buy,0.01333417,0.03142826
1743933712047,eth,120092.67,deposit,1.24609416,2.14418096
1743934648151,sol,6664.78,buy,0.81774038,29.17981911
1743937540586,twd,1.0,deposit,84302,26193545
1743939711996,btc,3320333.58,withdrawal,-0.00800757,0.02342069
1743943655347,usdt,32.99,buy,1188.523711,10080.148577
1743946597044,usdc,32.28,deposit,2622.000000,10813.787503
1743949120745,eth,120102.94,buy,0.04600370,2.19018466
1743952560939,sol,6663.63,buy,4.34993392,33.52975303
1743956350339,sol,6659.47,deposit,13.09461172,46.62436475
1743958011200,usdc,32.28,deposit,509.000000,11322.787503
1743958027667,eth,120098.29,withdrawal,-0.34476177,1.84542289
1743965685970,btc,3324481.29,buy,0.00834443,0.03176512
1743968147095,usdt,32.98,buy,1322.033168,11402.181745
1743969205209,sol,6658.39,buy,2.46932331,49.09368806
1743982910227,usdc,32.3,withdrawal,-162.000000,11160.787503
1743985340734,usdc,32.3,buy,883.569686,12044.357189
1743985516933,btc,3327646.75,buy,0.00578249,0.03754761
1743990941903,usdt,32.97,buy,532.106277,11934.288022
1743994949684,doge,26.45,withdrawal,-1600.20909438,4535.99169353
1743996585935,twd,1.0,withdrawal,-29313,25937407
1744007687512,sol,6670.5,sell,-7.63172458,41.46196348
1744009478410,btc,3327274.02,withdrawal,-0.00469814,0.03284947
1744012048033,doge,26.51,buy,993.17844059,5529.17013412
1744012999487,usdc,32.31,buy,838.146044,12882.503233
1744020200894,doge,26.52,deposit,2227.42940687,7756.59954099
1744021409228,btc,3327276.45,sell,-0.01432576,0.01852371
1744026412735,twd,1.0,deposit,46242,26028814
1744029812027,twd,1.0,deposit,113917,26142731
1744036410536,sol,6663.78,deposit,3.17013673,44.63210021
1744044476340,doge,26.54,sell,-4303.69979976,3452.89974123
1744046982958,usdc,32.3,deposit,1176.000000,14058.503233
1744049322314,sol,6653.86,withdrawal,-16.51716074,28.11493947
1744049646672,twd,1.0,withdrawal,-24083,26232884
1744052794435,btc,3325990.17,withdrawal,-0.00549397,0.01302974
1744062560397,sol,6660.49,deposit,13.46782154,41.58276101
1744062966471,eth,120178.08,deposit,1.06438263,2.90980552
1744069370743,btc,3327682.26,sell,-0.00521405,0.00781569
1744072838091,btc,3327048.99,deposit,0.03993185,0.04774754
1744074501631,usdt,32.97,withdrawal,-264.000000,11670.288022
1744077539631,doge,26.72,withdrawal,-68.98089692,3383.91884431
1744083621969,doge,26.76,deposit,1747.58484543,5131.50368974
1744086696102,doge,26.75,buy,1765.26137657,6896.76506631
1744093618188,btc,3325947.43,sell,-0.01880539,0.02894215
1744098915815,eth,120112.05,buy,0.01999123,2.92979675
1744101601320,sol,6675.75,buy,2.89103776,44.47379877
1744108405973,usdc,32.27,sell,-2557.155451,11501.347782
1744120661882,twd,1.0,deposit,112152,26438530
1744122786108,sol,6679.96,buy,1.78363313,46.25743190
1744124477204,btc,3326744.7,deposit,0.04678696,0.07572911
1744127538391,doge,26.76,buy,1159.34997762,8056.11504393
1744129537940,doge,26.79,sell,-4830.18417293,3225.93087100
1744132179427,usdc,32.27,withdrawal,-83.000000,11418.347782
1744132914624,usdt,32.99,deposit,2284.000000,13954.288022
1744133054022,usdc,32.28,withdrawal,-493.000000,10925.347782
1744134180000,sol,6672.09,buy,5.97146753,52.22889943
1744137407135,eth,120058.1,deposit,1.07797760,4.00777435
1744145909990,doge,26.78,withdrawal,-1036.82289484,2189.10797616
1744152900100,sol,6670.97,sell,-13.41065839,38.81824104
1744154418910,sol,6673.55,deposit,3.53250383,42.35074487
1744155184264,usdt,32.98,deposit,2885.000000,16839.288022
1744162567723,usdc,32.29,deposit,721.000000,11646.347782
1744163218569,usdc,32.3,deposit,650.000000,12296.347782
1744163475480,btc,3333609.05,buy,0.00077583,0.07650494
1744168438367,btc,3334692.85,deposit,0.04459550,0.12110044
1744169123958,usdc,32.31,sell,-324.705147,11971.642635
1744173713898,usdc,32.31,withdrawal,-82.000000,11889.642635
1744181600386,usdt,32.96,deposit,1220.000000,18059.288022
1744186969952,btc,3332736.19,sell,-0.01423346,0.10686698
1744187486770,usdc,32.32,buy,429.498925,12319.141560
1744187980195,btc,3331682.94,buy,0.00311097,0.10997795
1744192978266,usdc,32.32,withdrawal,-84.000000,12235.141560
1744194416709,eth,120169.2,sell,-1.00117432,3.00660003
1744197127591,sol,6664.02,deposit,12.91397684,55.26472171
1744202081283,doge,27.03,sell,-685.19907152,1503.90890464
1744204913046,btc,3333726.6,deposit,0.01312318,0.12310113
1744206790793,eth,120154.15,withdrawal,-0.94892695,2.05767308
1744208068012,sol,6664.2,sell,-2.78382988,52.48089183
1744213552503,doge,27.09,deposit,341.31404885,1845.22295349
1744226753187,btc,3333227.42,buy,0.00572335,0.12882448
1744229460460,usdt,32.94,deposit,2913.000000,20972.288022
1744240829746,eth,120145.01,withdrawal,-0.42760048,1.63007260
1744245821210,btc,3334372.57,buy,0.00067488,0.12949936
1744248058340,sol,6678.33,buy,4.56831993,57.04921176
1744251285537,btc,3334912.99,sell,-0.05446786,0.07503150
1744261610622,twd,1.0,deposit,76561,26969443
1744263655835,usdc,32.33,sell,-4788.310156,7446.831404
1744265130670,btc,3336090.46,sell,-0.00908706,0.06594444
1744265281483,doge,27.18,deposit,1100.11174624,2945.33469973
1744277016010,eth,120167.57,deposit,0.75947734,2.38954994
1744284765213,twd,1.0,deposit,133943,27288490
1744288835722,sol,6673.37,sell,-33.69753227,23.35167949
1744291353052,twd,1.0,deposit,128175,27641541
1744292045363,sol,6674.39,buy,4.89234054,28.24402003
1744297053415,sol,6671.32,deposit,6.65390484,34.89792487
1744300326084,eth,120298.07,sell,-1.39504769,0.99450225
1744302395814,sol,6675.65,buy,4.82991808,39.72784295
1744304141901,sol,6679.15,buy,3.47339606,43.20123901
1744311826433,btc,3338367.27,deposit,0.01926502,0.08520946
1744314009412,usdt,32.93,sell,-8355.207732,12617.080290
1744317550081,sol,6687.28,buy,4.82580768,48.02704669
1744318521538,btc,3339419.27,buy,0.01094557,0.09615503
1744319801257,eth,120419.61,withdrawal,-0.05894454,0.93555771
1744330968356,usdt,32.93,buy,830.296544,13447.376834
1744331034563,btc,3339699.44,sell,-0.00823367,0.08792136
1744333789735,twd,1.0,deposit,145038,28072732
1744335505406,doge,27.43,buy,748.02641001,3693.36110974
1744338538597,usdc,32.35,buy,341.239835,7788.071239
1744350519667,usdt,32.94,withdrawal,-428.000000,13019.376834
1744358058541,btc,3338499.66,buy,0.00763196,0.09555332
1744361107894,doge,27.39,buy,813.33870025,4506.69980999
1744366969369,usdt,32.92,buy,1389.982441,14409.359275
1744377213289,eth,120358.0,deposit,1.44052252,2.37608023
1744378672553,eth,120411.42,withdrawal,-0.56989009,1.80619014
1744380055500,eth,120421.95,sell,-0.61229363,1.19389651
1744386458479,btc,3337742.12,withdrawal,-0.02070671,0.07484661
1744396859051,doge,27.48,deposit,312.91133093,4819.61114092
1744400475255,sol,6705.19,buy,6.63654122,54.66358791
1744400848268,usdt,32.92,withdrawal,-406.000000,14003.359275
1744401067419,doge,27.44,deposit,1813.90018853,6633.51132945
1744404733282,usdt,32.92,sell,-5705.420704,8297.938571
1744406819340,btc,3336718.79,buy,0.00917241,0.08401902
1744408196348,usdc,32.32,withdrawal,-181.000000,7607.071239
1744409097150,eth,120288.99,withdrawal,-0.08427574,1.10962077
1744415989250,btc,3335509.73,buy,0.00218787,0.08620689
1744430237838,btc,3336654.16,deposit,0.03235608,0.11856297
1744436022005,twd,1.0,withdrawal,-23544,28103279
1744440178685,usdc,32.32,deposit,1054.000000,8661.071239
1744454649039,btc,3336579.68,buy,0.00547097,0.12403394
1744462463804,doge,27.4,deposit,1058.31471759,7691.82604704
1744465042085,doge,27.36,deposit,441.19773077,8133.02377781
1744465352021,btc,3337832.56,buy,0.00933836,0.13337230
1744468687678,sol,6707.0,withdrawal,-13.72009738,40.94349053
1744469670502,doge,27.37,deposit,302.23897638,8435.26275419
1744472561246,btc,3336552.87,deposit,0.04721987,0.18059217
1744472695641,btc,3335250.94,buy,0.00359013,0.18418230
1744477421387,usdc,32.33,withdrawal,-246.000000,8415.071239
1744478488770,sol,6708.45,buy,5.62308134,46.56657187
1744480899106,eth,120497.37,deposit,0.94052905,2.05014982
1744483768239,usdt,32.94,deposit,1777.000000,10074.938571
1744485724365,btc,3334663.38,sell,-0.00850143,0.17568087
1744488491908,twd,1.0,deposit,82036,28114544
1744489788612,usdc,32.31,deposit,2260.000000,10675.071239
1744490931350,sol,6711.37,deposit,8.53455860,55.10113047
1744492023494,eth,120592.49,withdrawal,-0.49663352,1.55351630
1744500905947,twd,1.0,withdrawal,-26243,28088301
1744513321940,eth,120620.79,buy,0.38788714,1.94140344
1744516345223,usdt,32.91,deposit,2782.000000,12856.938571
1744518183079,eth,120601.65,withdrawal,-0.62801980,1.31338364
1744520181339,btc,3335415.21,buy,0.01104359,0.18672446
1744522080000,btc,3335910.02,withdrawal,-0.00627595,0.18044851
1744522391803,usdt,32.92,buy,143.162291,13000.100862
1744523547994,twd,1.0,deposit,35899,28035866
1744524600000,usdc,32.3,withdrawal,-290.000000,10385.071239
1744525755367,usdc,32.3,buy,457.007976,10842.079215
1744525887341,doge,27.45,withdrawal,-1169.45325646,7265.80949773
1744531192609,btc,3334555.84,buy,0.00948266,0.18993117
1744537138832,sol,6718.45,deposit,3.91871757,59.01984804
1744541190943,eth,120620.84,deposit,0.70272369,2.01610733
1744542628460,usdt,32.91,deposit,695.000000,13695.100862
1744546539630,sol,6721.03,buy,5.55739572,64.57724376
1744547038551,btc,3338287.84,buy,0.00807760,0.19800877
1744547321017,sol,6715.35,sell,-6.01765033,58.55959343
1744559598399,usdc,32.28,buy,1380.045232,12222.124447
1744561671244,btc,3339354.02,deposit,0.01426939,0.21227816
1744565410760,usdc,32.28,deposit,1077.000000,13299.124447
1744567484188,usdc,32.27,sell,-3036.722098,10262.402349
1744579545590,usdc,32.27,sell,-3153.471146,7108.931203
1744581865322,doge,27.65,withdrawal,-1003.49206889,6262.31742884
1744582202390,sol,6712.06,withdrawal,-17.10333368,41.45625975
1744587750507,sol,6710.58,withdrawal,-14.90594801,26.55031174
1744593485703,eth,120615.95,sell,-0.58918734,1.42691999
1744596215948,usdt,32.93,deposit,2391.000000,16086.100862
1744596785042,usdc,32.28,deposit,2130.000000,9238.931203
1744603284833,doge,27.82,buy,1227.86064086,7490.17806970
1744604501025,doge,27.86,withdrawal,-2322.90482529,5167.27324441
1744609753641,doge,27.88,sell,-2381.81969837,2785.45354604
1744612728286,usdt,32.91,buy,1422.225574,17508.326436
1744616655639,sol,6704.92,deposit,14.47348460,41.02379634
1744617399973,usdc,32.26,withdrawal,-322.000000,8916.931203
1744618794699,usdt,32.91,deposit,2471.000000,19979.326436
1744622921719,usdc,32.27,sell,-591.621062,8325.310141
1744623993504,eth,120666.8,withdrawal,-0.17108827,1.25583172
1744626801132,btc,3343178.25,withdrawal,-0.06946633,0.14281183
1744626881253,usdt,32.92,sell,-5987.500155,13991.826281
1744635757122,usdt,32.92,deposit,1414.000000,15405.826281
1744646384201,sol,6715.72,withdrawal,-4.90318963,36.12060671
1744666742762,usdt,32.92,withdrawal,-260.000000,15145.826281
1744672692359,usdc,32.25,deposit,2473.000000,10798.310141
1744674266238,sol,6712.37,buy,4.38533502,40.50594173
1744680627975,btc,3343982.28,sell,-0.07371390,0.06909793
1744688357938,twd,1.0,withdrawal,-10687,28599901
1744694571882,eth,120653.3,withdrawal,-0.18454811,1.07128361
1744697546191,usdt,32.9,buy,1294.294553,16440.120834
1744699930333,eth,120673.04,buy,0.23832876,1.30961237
1744700497654,usdc,32.22,sell,-2028.401360,8769.908781
1744702106569,usdt,32.92,buy,1300.645304,17740.766138
1744703198817,btc,3341174.01,deposit,0.02246826,0.09156619
1744711038374,btc,3342364.27,sell,-0.04929780,0.04226839
1744712211026,sol,6708.36,deposit,3.45212122,43.95806295
1744714283164,btc,3342182.82,deposit,0.03232769,0.07459608
1744719692446,usdt,32.92,withdrawal,-88.000000,17652.766138
1744721812412,eth,120856.08,buy,0.12706006,1.43667243
1744727805312,btc,3343079.46,deposit,0.03570768,0.11030376
1744728831836,usdt,32.93,withdrawal,-118.000000,17534.766138
1744730034155,eth,120955.4,deposit,0.52756700,1.96423943
1744732732052,usdc,32.23,buy,1034.152504,9804.061285
1744736789165,usdt,32.92,deposit,1325.000000,18859.766138
1744748887269,usdt,32.92,sell,-8352.801052,10506.965086
1744751141544,usdt,32.92,buy,268.255410,10775.220496
1744752125504,usdc,32.23,sell,-4136.217152,5667.844133
1744755813540,sol,6737.97,withdrawal,-16.87765068,27.08041227
1744756592271,doge,27.86,buy,55.63912673,2841.09267277
1744757755925,btc,3337162.17,withdrawal,-0.02239219,0.08791157
1744762140955,sol,6734.02,withdrawal,-4.26303373,22.81737854
1744762465593,doge,27.94,withdrawal,-830.56164211,2010.53103066
1744762817766,sol,6733.87,deposit,5.05995123,27.87732977
1744764373118,sol,6735.07,buy,1.42953050,29.30686027
1744769578935,usdc,32.24,buy,123.688632,5791.532765
1744769738534,usdt,32.93,deposit,1592.000000,12367.220496
1744773757924,usdt,32.92,buy,1474.441863,13841.662359
1744774105604,usdc,32.25,sell,-1343.305630,4448.227135
1744774495171,twd,1.0,deposit,51631,29097868
1744779616243,usdc,32.25,deposit,2134.000000,6582.227135
1744780076152,sol,6746.94,buy,2.36954839,31.67640866
1744781257477,sol,6745.45,sell,-14.75411332,16.92229534
1744785991277,sol,6747.15,buy,0.73560604,17.65790138
1744789533503,usdc,32.25,sell,-3627.708387,2954.518748
1744795288112,usdc,32.25,buy,818.573567,3773.092315
1744796261908,usdt,32.91,sell,-1695.859003,12145.803356
1744797404848,btc,3343116.9,sell,-0.02476934,0.06314223
1744798442892,sol,6752.12,withdrawal,-1.49397155,16.16392983
1744810121197,twd,1.0,withdrawal,-28356,29377303
1744811640320,usdc,32.26,buy,1474.393588,5247.485903
1744816488438,eth,121239.56,buy,0.36471961,2.32895904
1744817086200,eth,121231.95,deposit,0.27005596,2.59901500
1744819216878,twd,1.0,deposit,123653,29409178
1744821258676,usdc,32.27,buy,691.284095,5938.769998
1744836068015,doge,27.87,deposit,2215.44996059,4225.98099125
1744838245218,eth,121244.54,deposit,0.90586474,3.50487974
1744845189989,usdt,32.93,deposit,1172.000000,13317.803356
1744845641051,eth,121266.28,sell,-0.49285244,3.01202730
1744846245532,usdt,32.92,deposit,2918.000000,16235.803356
1744847435016,usdt,32.92,sell,-6786.677097,9449.126259
1744847469479,sol,6775.08,sell,-4.83764174,11.32628809
1744855188048,eth,121194.88,deposit,0.54573959,3.55776689
1744857460332,usdc,32.26,withdrawal,-347.000000,5591.769998
1744858502257,usdt,32.91,withdrawal,-404.000000,9045.126259
1744859354690,usdt,32.9,sell,-3902.435712,5142.690547
1744861706447,eth,121273.0,deposit,0.55782592,4.11559281
1744864570019,usdc,32.27,withdrawal,-182.000000,5409.769998
1744870535000,usdc,32.28,withdrawal,-297.000000,5112.769998
1744874101192,doge,28.14,buy,745.31546906,4971.29646031
1744882454134,twd,1.0,withdrawal,-20812,29789460
1744884478684,usdt,32.91,buy,811.409849,5954.100396
1744884843637,btc,3345838.23,buy,0.00050255,0.06364478
1744885159072,usdc,32.3,deposit,1689.000000,6801.769998
1744888585822,twd,1.0,deposit,87679,29848752
1744891933566,btc,3347422.53,buy,0.00825624,0.07190102
1744892943522,eth,121290.81,deposit,0.60394410,4.71953691
1744894927942,doge,28.27,buy,68.99527059,5040.29173090
1744895970292,sol,6790.85,withdrawal,-2.12911643,9.19717166
1744896231829,usdt,32.91,sell,-2491.776383,3462.324013
1744897712125,btc,3347476.38,sell,-0.02224112,0.04965990
1744900965252,btc,3347672.36,withdrawal,-0.01193617,0.03772373
1744903262481,eth,121501.48,buy,0.39901308,5.11854999
1744911576464,btc,3348994.84,sell,-0.01564730,0.02207643
1744915367124,eth,121518.68,sell,-1.98111752,3.13743247
1744916613076,usdt,32.92,deposit,767.000000,4229.324013
1744930370545,btc,3349801.85,buy,0.01464650,0.03672293
1744935846642,sol,6796.23,deposit,14.46474050,23.66191216
1744937272499,usdc,32.28,sell,-3586.715327,3215.054671
1744940309233,btc,3350431.65,withdrawal,-0.00765417,0.02906876
1744942552261,sol,6796.77,withdrawal,-4.28978590,19.37212626
1744948170844,usdt,32.91,sell,-401.641584,3827.682429
1744949940000,btc,3352371.8,withdrawal,-0.00228488,0.02678388
1744951380000,usdc,32.26,buy,457.955952,3673.010623
1744953300000,doge,28.22,sell,-2610.16315418,2430.12857672
1744954115355,btc,3353601.46,withdrawal,-0.00959783,0.01718605
1744955356449,usdt,32.88,deposit,2125.000000,5952.682429
1744955760000,usdt,32.88,deposit,782.000000,6734.682429
1744956960000,sol,6810.75,sell,-8.97881492,10.39331134
1744966343676,usdt,32.89,buy,290.134037,7024.816466
1744966731367,usdt,32.89,deposit,2447.000000,9471.816466
1744968568930,eth,121588.19,withdrawal,-0.69189093,2.44554154
1744969613301,twd,1.0,deposit,78930,30489665
1744969796802,btc,3356778.6,deposit,0.02596679,0.04315284
1744972421529,eth,121568.28,sell,-0.69315767,1.75238387
1744973020823,btc,3355439.95,deposit,0.01748540,0.06063824
1744974818001,sol,6806.4,buy,4.44035055,14.83366189
1744988251326,eth,121534.07,deposit,0.11548182,1.86786569
1744997414252,usdt,32.9,buy,946.496574,10418.313040
1745000346986,twd,1.0,withdrawal,-29303,30483269
1745003695109,eth,121583.65,deposit,1.23544946,3.10331515
1745008574157,usdc,32.26,deposit,1145.000000,4818.010623
1745013276419,doge,28.46,withdrawal,-410.98754262,2019.14103410
1745030659296,usdt,32.88,deposit,1307.000000,11725.313040
1745040121952,doge,28.44,sell,-159.81111059,1859.32992351
1745042583752,sol,6810.85,deposit,6.71633596,21.54999785
1745048819571,twd,1.0,withdrawal,-12692,30475123
1745050991898,sol,6809.05,deposit,6.12311685,27.67311470
1745054183409,doge,28.44,buy,584.94176438,2444.27168789
1745054605217,doge,28.44,withdrawal,-332.88738053,2111.38430736
1745055259170,doge,28.45,sell,-99.89844955,2011.48585781
1745064390173,usdt,32.85,deposit,1558.000000,13283.313040
1745067868911,sol,6809.97,deposit,4.84930785,32.52242255
1745068075306,btc,3357989.26,buy,0.00441518,0.06505342
1745069110696,doge,28.52,deposit,2254.63223455,4266.11809236
1745071551534,btc,3357956.88,buy,0.00115860,0.06621202
1745072464062,eth,122011.7,withdrawal,-0.45260347,2.65071168
1745072507901,doge,28.41,deposit,1081.19105428,5347.30914664
1745079964160,sol,6811.57,sell,-8.62599550,23.89642705
1745080909712,twd,1.0,withdrawal,-10054,30491312
1745086058413,eth,122118.6,deposit,0.11350985,2.76422153
1745098694188,twd,1.0,withdrawal,-29918,30461394
1745098852089,usdt,32.88,sell,-3364.135135,9919.177905
1745099014593,eth,122189.28,withdrawal,-0.38175860,2.38246293
1745113351170,doge,28.46,deposit,834.76398740,6182.07313404
1745115871505,twd,1.0,withdrawal,-27257,30544751
1745119235531,usdt,32.9,deposit,1130.000000,11049.177905
1745119305296,doge,28.45,sell,-3685.71501042,2496.35812362
1745119507339,usdc,32.24,withdrawal,-468.000000,4350.010623
1745123223126,btc,3359984.89,deposit,0.03152752,0.09773954
1745126226587,sol,6810.1,buy,1.82985463,25.72628168
1745127802838,usdc,32.23,sell,-1475.652976,2874.357647
1745134691471,usdt,32.9,buy,1437.908205,12487.086110
1745138578761,eth,122096.07,deposit,0.25331837,2.63578130
1745140470025,usdt,32.89,withdrawal,-260.000000,12227.086110
1745155325973,usdc,32.21,buy,127.354817,3001.712464
1745159761735,doge,28.44,buy,1438.31663043,3934.67475405
1745161576266,twd,1.0,deposit,33815,30626233
1745165403608,btc,3357513.98,deposit,0.04431647,0.14205601
1745167772512,twd,1.0,deposit,97313,30723546
1745178284897,usdc,32.2,deposit,2490.000000,5491.712464
1745178867195,eth,122182.51,sell,-1.26474577,1.37103553
1745181179183,sol,6811.51,deposit,4.05245713,29.77873881
1745182248743,btc,3357170.37,deposit,0.00791586,0.14997187
1745188771730,sol,6819.81,buy,6.83180821,36.61054702
1745193731972,usdt,32.9,buy,531.880637,12758.966747
1745197936251,doge,28.51,withdrawal,-826.14029422,3108.53445983
1745200484300,eth,122212.53,sell,-0.42105044,0.94998509
1745203279892,doge,28.56,deposit,747.18205092,3855.71651075
1745203603449,sol,6829.8,buy,2.32188948,38.93243650
1745205805678,sol,6827.68,buy,7.30287541,46.23531191
1745207033240,doge,28.52,sell,-370.33828234,3485.37822841
1745213046373,usdc,32.19,buy,1295.666702,6787.379166
1745216194141,usdc,32.19,withdrawal,-215.000000,6572.379166
1745221613817,btc,3354752.48,withdrawal,-0.01647588,0.13349599
1745221986940,usdc,32.18,sell,-217.972877,6354.406289
1745222184974,usdt,32.91,deposit,1422.000000,14180.966747
1745224791552,usdc,32.17,sell,-1442.587888,4911.818401
1745224920000,btc,3355568.96,deposit,0.02574756,0.15924355
1745225162393,usdt,32.91,buy,648.839141,14829.805888
1745226300000,usdc,32.18,withdrawal,-160.000000,4751.818401
1745226480000,usdt,32.9,buy,506.423928,15336.229816
1745227860000,sol,6812.81,sell,-4.61172073,41.62359118
1745228160000,usdc,32.17,withdrawal,-263.000000,4488.818401
1745228208253,doge,28.44,withdrawal,-938.65942676,2546.71880165
1745230380000,usdc,32.18,buy,506.613273,4995.431674
1745230680000,doge,28.39,buy,324.87124708,2871.59004873
1745231512246,eth,122411.16,deposit,0.90769136,1.85767645
1745232480000,usdc,32.17,withdrawal,-243.000000,4752.431674
1745232764073,usdt,32.9,buy,690.002184,16026.232000
1745233143910,sol,6814.47,sell,-18.19025867,23.43333251
1745233380000,doge,28.38,buy,447.09181072,3318.68185945
1745234220000,sol,6808.69,deposit,2.93226626,26.36559877
1745236320000,eth,122450.39,withdrawal,-0.25073981,1.60693664
1745236860000,doge,28.4,buy,724.17254675,4042.85440620
1745237590008,sol,6811.86,deposit,14.17111214,40.53671091
1745238000000,usdt,32.9,sell,-2401.533283,13624.698717
1745240280000,eth,122496.91,sell,-0.44766466,1.15927198
1745240880000,sol,6811.26,buy,0.16979892,40.70650983
1745243280000,usdc,32.17,withdrawal,-476.000000,4276.431674
1745244000000,usdc,32.16,sell,-288.015383,3988.416291
1745246580000,usdc,32.15,withdrawal,-120.000000,3868.416291
1745247720000,twd,1.0,deposit,25697,31025518
1745249040000,btc,3353507.43,sell,-0.03925492,0.11998863
1745250660000,twd,1.0,withdrawal,-6656,31150503
1745252700000,twd,1.0,deposit,46341,31196844
1745253600000,doge,28.56,sell,-1002.64422051,3040.21018569
1745253840000,usdc,32.13,deposit,2116.000000,5984.416291
1745255280000,usdt,32.84,withdrawal,-239.000000,13385.698717
1745257555362,doge,28.55,buy,1168.14707305,4208.35725874
1745258396087,usdt,32.86,deposit,2944.000000,16329.698717
1745268190348,usdc,32.13,sell,-2470.572033,3513.844258
1745269368882,usdt,32.85,deposit,575.000000,16904.698717
1745271153432,sol,6825.07,buy,2.43253848,43.13904831
1745272490219,eth,122482.35,sell,-0.13928194,1.01999004
1745272709571,sol,6830.2,buy,1.83273709,44.97178540
1745276072286,usdt,32.85,buy,725.094033,17629.792750
1745278479936,sol,6836.13,sell,-16.48596497,28.48582043
1745282278809,usdt,32.84,deposit,1021.000000,18650.792750
1745283380556,twd,1.0,deposit,60433,31408750
1745285193057,btc,3354022.67,sell,-0.06108361,0.05890502
1745286103437,sol,6833.61,deposit,8.14623510,36.63205553
1745288125194,eth,122560.5,deposit,0.28606649,1.30605653
1745298169726,doge,28.64,deposit,1180.16890667,5388.52616541
1745302813105,usdc,32.16,buy,451.278162,3965.122420
1745303890635,usdc,32.17,sell,-463.489414,3501.633006
1745311994526,eth,122575.06,deposit,1.04844728,2.35450381
1745312887671,doge,28.67,sell,-1042.36118609,4346.16497932
1745316574385,eth,122678.78,sell,-0.38980274,1.96470107
1745330591943,sol,6832.33,withdrawal,-1.66802648,34.96402905
1745331071645,doge,28.61,deposit,2408.05339619,6754.21837551
1745334078947,doge,28.64,sell,-2741.55653261,4012.66184290
1745336500282,twd,1.0,withdrawal,-19726,31750513
1745340860669,usdt,32.86,sell,-11129.361124,7521.431626
1745341227415,doge,28.57,sell,-1428.20047533,2584.46136757
1745341350681,twd,1.0,deposit,22744,32179733
1745343079671,eth,122578.04,sell,-0.63076281,1.33393826
1745343431908,eth,122628.51,buy,0.23111291,1.56505117
1745346119705,sol,6841.33,buy,2.72972722,37.69375627
1745355731237,btc,3353962.51,withdrawal,-0.00154788,0.05735714
1745364520135,eth,122632.83,buy,0.09534246,1.66039363
1745364640761,doge,28.5,buy,1687.07548023,4271.53684780
1745364658567,eth,122592.4,buy,0.29663918,1.95703281
1745365605995,sol,6851.18,buy,0.35696850,38.05072477
1745367665367,usdc,32.19,deposit,2949.000000,6450.633006
1745370086396,btc,3352405.0,deposit,0.01393022,0.07128736
1745372308065,usdc,32.2,buy,549.505177,7000.138183
1745372763889,usdt,32.9,withdrawal,-95.000000,7426.431626
1745373580167,usdc,32.19,buy,1538.086278,8538.224461
1745373906483,usdt,32.89,buy,251.665262,7678.096888
1745374762446,usdt,32.9,withdrawal,-494.000000,7184.096888
1745381681773,eth,122621.93,deposit,0.60627781,2.56331062
1745383350800,usdt,32.91,sell,-2924.581690,4259.515198
1745390824445,twd,1.0,deposit,143244,32275473
1745393958608,sol,6858.35,withdrawal,-10.22978753,27.82093724
1745394962954,sol,6862.76,sell,-1.07733891,26.74359833
1745398640151,sol,6863.42,sell,-15.56316011,11.18043822
1745402113686,usdc,32.22,buy,347.788243,8886.012704
1745404327851,doge,28.95,buy,352.18794582,4623.72479362
1745404857906,usdc,32.2,buy,597.584169,9483.596873
1745404960492,usdc,32.2,sell,-3280.088300,6203.508573
1745413870058,twd,1.0,withdrawal,-24466,32430197
1745415827812,usdc,32.2,deposit,2367.000000,8570.508573
1745419648555,sol,6878.31,sell,-4.79249294,6.38794528
1745420706063,usdt,32.89,sell,-1746.132910,2513.382288
1745421440414,eth,122776.6,withdrawal,-0.22923522,2.33407540
1745439271562,usdt,32.89,withdrawal,-443.000000,2070.382288
1745445552933,eth,122766.42,withdrawal,-0.18362256,2.15045284
1745448353620,usdt,32.9,deposit,538.000000,2608.382288
1745451459002,usdt,32.91,withdrawal,-140.000000,2468.382288
1745454198793,eth,122677.92,buy,0.38108241,2.53153525
1745456160000,doge,28.98,sell,-2589.72181912,2034.00297450
1745456820000,btc,3354734.64,withdrawal,-0.01755171,0.05373565
1745459455611,eth,122670.01,buy,0.35103367,2.88256892
1745459460000,sol,6877.08,deposit,3.94832148,10.33626676
1745459830366,doge,29.08,buy,94.37995175,2128.38292625
1745473236336,usdt,32.91,deposit,848.000000,3316.382288
1745474808124,twd,1.0,withdrawal,-8161,32494911
1745482989952,twd,1.0,deposit,30209,32525120
1745486917264,btc,3354059.17,buy,0.00934562,0.06308127
